drug,symptom,faers_reports,label
lasix,asthenia,6820,2
lasix,weakness,0,0
lasix,pyrexia,4167,2
lasix,fever,0,0
lasix,arthralgia,3883,2
lasix,joint pain,0,0
lasix,myalgia,1658,1
lasix,muscle pain,0,0
lasix,back pain,3249,2
lasix,cough,4106,2
carvedilol,myocardial infarction,1939,1
carvedilol,heart attack,0,0
carvedilol,cardiac arrest,980,1
carvedilol,stroke,0,0
carvedilol,cerebrovascular accident,1312,1
carvedilol,anaphylactic reaction,193,0
carvedilol,anaphylaxis,0,0
carvedilol,angioedema,293,0
carvedilol,stevens-johnson syndrome,94,0
carvedilol,renal failure,3078,2
carvedilol,kidney failure,0,0
carvedilol,hepatic failure,163,0
carvedilol,liver failure,0,0
carvedilol,respiratory failure,693,1
carvedilol,pulmonary embolism,446,1
carvedilol,deep vein thrombosis,327,1
carvedilol,gastrointestinal haemorrhage,1510,1
carvedilol,internal bleeding,0,0
carvedilol,seizure,495,1
carvedilol,convulsion,148,0
carvedilol,suicidal ideation,144,0
carvedilol,rhabdomyolysis,374,1
carvedilol,pancreatitis,278,0
carvedilol,sepsis,851,1
carvedilol,chest pain,1976,1
carvedilol,dyspnoea,5775,2
carvedilol,shortness of breath,0,0
carvedilol,dizziness,4668,2
carvedilol,vertigo,413,1
carvedilol,palpitations,769,1
carvedilol,tachycardia,542,1
carvedilol,bradycardia,1517,1
carvedilol,hypertension,2393,2
carvedilol,hypotension,4256,2
carvedilol,syncope,1412,1
carvedilol,fainting,0,0
carvedilol,oedema,539,1
carvedilol,swelling,634,1
carvedilol,rash,1808,1
carvedilol,urticaria,452,1
carvedilol,hives,0,0
carvedilol,pruritus,1988,1
carvedilol,itching,0,0
carvedilol,vomiting,2570,2
carvedilol,nausea,4483,2
carvedilol,diarrhoea,5133,2
carvedilol,abdominal pain,1230,1
carvedilol,headache,2965,2
carvedilol,migraine,219,0
carvedilol,tremor,704,1
carvedilol,insomnia,1580,1
carvedilol,anxiety,1444,1
carvedilol,depression,1156,1
carvedilol,fatigue,6269,2
carvedilol,asthenia,3716,2
carvedilol,weakness,0,0
carvedilol,pyrexia,1604,1
carvedilol,fever,0,0
carvedilol,arthralgia,2145,2
carvedilol,joint pain,0,0
carvedilol,myalgia,981,1
carvedilol,muscle pain,0,0
carvedilol,back pain,1649,1
carvedilol,cough,2281,2
coreg,myocardial infarction,1906,1
coreg,heart attack,0,0
coreg,cardiac arrest,481,1
coreg,stroke,0,0
coreg,cerebrovascular accident,950,1
coreg,anaphylactic reaction,107,0
coreg,anaphylaxis,0,0
coreg,angioedema,76,0
coreg,stevens-johnson syndrome,33,0
coreg,renal failure,1429,1
coreg,kidney failure,0,0
coreg,hepatic failure,59,0
coreg,liver failure,0,0
coreg,respiratory failure,419,1
coreg,pulmonary embolism,226,0
coreg,deep vein thrombosis,241,0
coreg,gastrointestinal haemorrhage,1079,1
coreg,internal bleeding,0,0
coreg,seizure,126,0
coreg,convulsion,157,0
coreg,suicidal ideation,97,0
coreg,rhabdomyolysis,100,0
coreg,pancreatitis,166,0
coreg,sepsis,461,1
coreg,chest pain,1198,1
coreg,dyspnoea,2916,2
coreg,shortness of breath,0,0
coreg,dizziness,2649,2
coreg,vertigo,158,0
coreg,palpitations,566,1
coreg,tachycardia,271,0
coreg,bradycardia,350,1
coreg,hypertension,1200,1
coreg,hypotension,1721,1
coreg,syncope,572,1
coreg,fainting,0,0
coreg,oedema,342,1
coreg,swelling,315,1
coreg,rash,857,1
coreg,urticaria,261,0
coreg,hives,0,0
coreg,pruritus,857,1
coreg,itching,0,0
coreg,vomiting,1284,1
coreg,nausea,2412,2
coreg,diarrhoea,2034,2
coreg,abdominal pain,648,1
coreg,headache,1475,1
coreg,migraine,126,0
coreg,tremor,389,1
coreg,insomnia,787,1
coreg,anxiety,1030,1
coreg,depression,778,1
coreg,fatigue,2932,2
coreg,asthenia,1935,1
coreg,weakness,0,0
coreg,pyrexia,637,1
coreg,fever,0,0
coreg,arthralgia,920,1
coreg,joint pain,0,0
coreg,myalgia,520,1
coreg,muscle pain,0,0
coreg,back pain,933,1
coreg,cough,998,1
clopidogrel,myocardial infarction,3593,2
clopidogrel,heart attack,0,0
clopidogrel,cardiac arrest,1117,1
clopidogrel,stroke,0,0
clopidogrel,cerebrovascular accident,2313,2
clopidogrel,anaphylactic reaction,276,0
clopidogrel,anaphylaxis,0,0
clopidogrel,angioedema,444,1
clopidogrel,stevens-johnson syndrome,138,0
clopidogrel,renal failure,1820,1
clopidogrel,kidney failure,0,0
clopidogrel,hepatic failure,150,0
clopidogrel,liver failure,0,0
clopidogrel,respiratory failure,577,1
clopidogrel,pulmonary embolism,452,1
clopidogrel,deep vein thrombosis,287,0
clopidogrel,gastrointestinal haemorrhage,2678,2
clopidogrel,internal bleeding,0,0
clopidogrel,seizure,591,1
clopidogrel,convulsion,187,0
clopidogrel,suicidal ideation,242,0
clopidogrel,rhabdomyolysis,1006,1
clopidogrel,pancreatitis,206,0
clopidogrel,sepsis,823,1
clopidogrel,chest pain,2437,2
clopidogrel,dyspnoea,5411,2
clopidogrel,shortness of breath,0,0
clopidogrel,dizziness,4265,2
clopidogrel,vertigo,491,1
clopidogrel,palpitations,758,1
clopidogrel,tachycardia,592,1
clopidogrel,bradycardia,928,1
clopidogrel,hypertension,1660,1
clopidogrel,hypotension,2717,2
clopidogrel,syncope,1534,1
clopidogrel,fainting,0,0
clopidogrel,oedema,422,1
clopidogrel,swelling,490,1
clopidogrel,rash,1867,1
clopidogrel,urticaria,726,1
clopidogrel,hives,0,0
clopidogrel,pruritus,2023,2
clopidogrel,itching,0,0
clopidogrel,vomiting,2733,2
clopidogrel,nausea,3950,2
clopidogrel,diarrhoea,4034,2
clopidogrel,abdominal pain,1910,1
clopidogrel,headache,2794,2
clopidogrel,migraine,306,1
clopidogrel,tremor,916,1
clopidogrel,insomnia,1129,1
clopidogrel,anxiety,1173,1
clopidogrel,depression,1148,1
clopidogrel,fatigue,4731,2
clopidogrel,asthenia,3319,2
clopidogrel,weakness,0,0
clopidogrel,pyrexia,1563,1
clopidogrel,fever,0,0
clopidogrel,arthralgia,2060,2
clopidogrel,joint pain,0,0
clopidogrel,myalgia,1581,1
clopidogrel,muscle pain,0,0
clopidogrel,back pain,1425,1
clopidogrel,cough,2105,2
plavix,myocardial infarction,6881,2
plavix,heart attack,0,0
plavix,cardiac arrest,893,1
plavix,stroke,0,0
plavix,cerebrovascular accident,4598,2
plavix,anaphylactic reaction,185,0
plavix,anaphylaxis,0,0
plavix,angioedema,271,0
plavix,stevens-johnson syndrome,128,0
plavix,renal failure,2818,2
plavix,kidney failure,0,0
plavix,hepatic failure,175,0
plavix,liver failure,0,0
plavix,respiratory failure,720,1
plavix,pulmonary embolism,570,1
plavix,deep vein thrombosis,557,1
plavix,gastrointestinal haemorrhage,6249,2
plavix,internal bleeding,0,0
plavix,seizure,375,1
plavix,convulsion,509,1
plavix,suicidal ideation,252,0
plavix,rhabdomyolysis,627,1
plavix,pancreatitis,419,1
plavix,sepsis,851,1
plavix,chest pain,3535,2
plavix,dyspnoea,5692,2
plavix,shortness of breath,0,0
plavix,dizziness,4396,2
plavix,vertigo,478,1
plavix,palpitations,800,1
plavix,tachycardia,443,1
plavix,bradycardia,769,1
plavix,hypertension,2233,2
plavix,hypotension,2543,2
plavix,syncope,1331,1
plavix,fainting,0,0
plavix,oedema,548,1
plavix,swelling,520,1
plavix,rash,2042,2
plavix,urticaria,776,1
plavix,hives,0,0
plavix,pruritus,2456,2
plavix,itching,0,0
plavix,vomiting,2784,2
plavix,nausea,4939,2
plavix,diarrhoea,4248,2
plavix,abdominal pain,1448,1
plavix,headache,3280,2
plavix,migraine,282,0
plavix,tremor,1123,1
plavix,insomnia,1685,1
plavix,anxiety,1923,1
plavix,depression,1609,1
plavix,fatigue,4819,2
plavix,asthenia,4285,2
plavix,weakness,0,0
plavix,pyrexia,1741,1
plavix,fever,0,0
plavix,arthralgia,2218,2
plavix,joint pain,0,0
plavix,myalgia,1687,1
plavix,muscle pain,0,0
plavix,back pain,2078,2
plavix,cough,1850,1
warfarin,myocardial infarction,1389,1
warfarin,heart attack,0,0
warfarin,cardiac arrest,1158,1
warfarin,stroke,0,0
warfarin,cerebrovascular accident,2230,2
warfarin,anaphylactic reaction,143,0
warfarin,anaphylaxis,0,0
warfarin,angioedema,233,0
warfarin,stevens-johnson syndrome,145,0
warfarin,renal failure,2255,2
warfarin,kidney failure,0,0
warfarin,hepatic failure,245,0
warfarin,liver failure,0,0
warfarin,respiratory failure,1170,1
warfarin,pulmonary embolism,2119,2
warfarin,deep vein thrombosis,2010,2
warfarin,gastrointestinal haemorrhage,3421,2
warfarin,internal bleeding,0,0
warfarin,seizure,491,1
warfarin,convulsion,398,1
warfarin,suicidal ideation,296,0
warfarin,rhabdomyolysis,616,1
warfarin,pancreatitis,257,0
warfarin,sepsis,1843,1
warfarin,chest pain,2479,2
warfarin,dyspnoea,8760,2
warfarin,shortness of breath,0,0
warfarin,dizziness,5385,2
warfarin,vertigo,458,1
warfarin,palpitations,1394,1
warfarin,tachycardia,896,1
warfarin,bradycardia,1036,1
warfarin,hypertension,1655,1
warfarin,hypotension,3744,2
warfarin,syncope,1681,1
warfarin,fainting,0,0
warfarin,oedema,1123,1
warfarin,swelling,943,1
warfarin,rash,2538,2
warfarin,urticaria,611,1
warfarin,hives,0,0
warfarin,pruritus,1922,1
warfarin,itching,0,0
warfarin,vomiting,3827,2
warfarin,nausea,6192,2
warfarin,diarrhoea,6213,2
warfarin,abdominal pain,2200,2
warfarin,headache,4797,2
warfarin,migraine,556,1
warfarin,tremor,1094,1
warfarin,insomnia,1727,1
warfarin,anxiety,1592,1
warfarin,depression,1228,1
warfarin,fatigue,6313,2
warfarin,asthenia,4541,2
warfarin,weakness,0,0
warfarin,pyrexia,2729,2
warfarin,fever,0,0
warfarin,arthralgia,2435,2
warfarin,joint pain,0,0
warfarin,myalgia,1332,1
warfarin,muscle pain,0,0
warfarin,back pain,2063,2
warfarin,cough,2798,2
coumadin,myocardial infarction,0,0
coumadin,heart attack,0,0
coumadin,cardiac arrest,0,0
coumadin,stroke,0,0
coumadin,cerebrovascular accident,0,0
coumadin,anaphylactic reaction,0,0
coumadin,anaphylaxis,0,0
coumadin,angioedema,0,0
coumadin,stevens-johnson syndrome,0,0
coumadin,renal failure,0,0
coumadin,kidney failure,0,0
coumadin,hepatic failure,0,0
coumadin,liver failure,0,0
coumadin,respiratory failure,0,0
coumadin,pulmonary embolism,0,0
coumadin,deep vein thrombosis,0,0
coumadin,gastrointestinal haemorrhage,0,0
coumadin,internal bleeding,0,0
coumadin,seizure,0,0
coumadin,convulsion,0,0
coumadin,suicidal ideation,0,0
coumadin,rhabdomyolysis,0,0
coumadin,pancreatitis,0,0
coumadin,sepsis,0,0
coumadin,chest pain,0,0
coumadin,dyspnoea,0,0
coumadin,shortness of breath,0,0
coumadin,dizziness,0,0
coumadin,vertigo,0,0
coumadin,palpitations,0,0
coumadin,tachycardia,0,0
coumadin,bradycardia,0,0
coumadin,hypertension,0,0
coumadin,hypotension,0,0
coumadin,syncope,0,0
coumadin,fainting,0,0
coumadin,oedema,0,0
coumadin,swelling,0,0
coumadin,rash,0,0
coumadin,urticaria,0,0
coumadin,hives,0,0
coumadin,pruritus,0,0
coumadin,itching,0,0
coumadin,vomiting,0,0
coumadin,nausea,0,0
coumadin,diarrhoea,0,0
coumadin,abdominal pain,0,0
coumadin,headache,0,0
coumadin,migraine,0,0
coumadin,tremor,0,0
coumadin,insomnia,0,0
coumadin,anxiety,0,0
coumadin,depression,0,0
coumadin,fatigue,0,0
coumadin,asthenia,0,0
coumadin,weakness,0,0
coumadin,pyrexia,0,0
coumadin,fever,0,0
coumadin,arthralgia,0,0
coumadin,joint pain,0,0
coumadin,myalgia,0,0
coumadin,muscle pain,0,0
coumadin,back pain,0,0
coumadin,cough,0,0
apixaban,myocardial infarction,1224,1
apixaban,heart attack,0,0
apixaban,cardiac arrest,384,1
apixaban,stroke,0,0
apixaban,cerebrovascular accident,3493,2
apixaban,anaphylactic reaction,179,0
apixaban,anaphylaxis,0,0
apixaban,angioedema,467,1
apixaban,stevens-johnson syndrome,73,0
apixaban,renal failure,495,1
apixaban,kidney failure,0,0
apixaban,hepatic failure,78,0
apixaban,liver failure,0,0
apixaban,respiratory failure,391,1
apixaban,pulmonary embolism,1507,1
apixaban,deep vein thrombosis,935,1
apixaban,gastrointestinal haemorrhage,1551,1
apixaban,internal bleeding,0,0
apixaban,seizure,264,0
apixaban,convulsion,0,0
apixaban,suicidal ideation,153,0
apixaban,rhabdomyolysis,123,0
apixaban,pancreatitis,87,0
apixaban,sepsis,467,1
apixaban,chest pain,983,1
apixaban,dyspnoea,3549,2
apixaban,shortness of breath,0,0
apixaban,dizziness,1882,1
apixaban,vertigo,150,0
apixaban,palpitations,705,1
apixaban,tachycardia,833,1
apixaban,bradycardia,607,1
apixaban,hypertension,1043,1
apixaban,hypotension,1339,1
apixaban,syncope,654,1
apixaban,fainting,0,0
apixaban,oedema,201,0
apixaban,swelling,177,0
apixaban,rash,751,1
apixaban,urticaria,189,0
apixaban,hives,0,0
apixaban,pruritus,874,1
apixaban,itching,0,0
apixaban,vomiting,1225,1
apixaban,nausea,1632,1
apixaban,diarrhoea,1695,1
apixaban,abdominal pain,724,1
apixaban,headache,1543,1
apixaban,migraine,438,1
apixaban,tremor,278,0
apixaban,insomnia,710,1
apixaban,anxiety,778,1
apixaban,depression,272,0
apixaban,fatigue,2122,2
apixaban,asthenia,1049,1
apixaban,weakness,0,0
apixaban,pyrexia,1199,1
apixaban,fever,0,0
apixaban,arthralgia,1124,1
apixaban,joint pain,0,0
apixaban,myalgia,315,1
apixaban,muscle pain,0,0
apixaban,back pain,786,1
apixaban,cough,904,1
eliquis,myocardial infarction,1542,1
eliquis,heart attack,0,0
eliquis,cardiac arrest,647,1
eliquis,stroke,0,0
eliquis,cerebrovascular accident,5189,2
eliquis,anaphylactic reaction,155,0
eliquis,anaphylaxis,0,0
eliquis,angioedema,157,0
eliquis,stevens-johnson syndrome,82,0
eliquis,renal failure,1618,1
eliquis,kidney failure,0,0
eliquis,hepatic failure,201,0
eliquis,liver failure,0,0
eliquis,respiratory failure,625,1
eliquis,pulmonary embolism,2747,2
eliquis,deep vein thrombosis,1775,1
eliquis,gastrointestinal haemorrhage,3294,2
eliquis,internal bleeding,0,0
eliquis,seizure,642,1
eliquis,convulsion,0,0
eliquis,suicidal ideation,158,0
eliquis,rhabdomyolysis,186,0
eliquis,pancreatitis,220,0
eliquis,sepsis,1261,1
eliquis,chest pain,1910,1
eliquis,dyspnoea,8519,2
eliquis,shortness of breath,0,0
eliquis,dizziness,6203,2
eliquis,vertigo,558,1
eliquis,palpitations,1193,1
eliquis,tachycardia,611,1
eliquis,bradycardia,643,1
eliquis,hypertension,1996,1
eliquis,hypotension,3115,2
eliquis,syncope,1327,1
eliquis,fainting,0,0
eliquis,oedema,756,1
eliquis,swelling,1021,1
eliquis,rash,3565,2
eliquis,urticaria,846,1
eliquis,hives,0,0
eliquis,pruritus,3299,2
eliquis,itching,0,0
eliquis,vomiting,2993,2
eliquis,nausea,6205,2
eliquis,diarrhoea,7358,2
eliquis,abdominal pain,1489,1
eliquis,headache,5611,2
eliquis,migraine,508,1
eliquis,tremor,1144,1
eliquis,insomnia,2040,2
eliquis,anxiety,1619,1
eliquis,depression,1069,1
eliquis,fatigue,8951,2
eliquis,asthenia,4864,2
eliquis,weakness,0,0
eliquis,pyrexia,1860,1
eliquis,fever,0,0
eliquis,arthralgia,3605,2
eliquis,joint pain,0,0
eliquis,myalgia,1408,1
eliquis,muscle pain,0,0
eliquis,back pain,2510,2
eliquis,cough,3647,2
rivaroxaban,myocardial infarction,0,0
rivaroxaban,heart attack,0,0
rivaroxaban,cardiac arrest,0,0
rivaroxaban,stroke,0,0
rivaroxaban,cerebrovascular accident,0,0
rivaroxaban,anaphylactic reaction,0,0
rivaroxaban,anaphylaxis,0,0
rivaroxaban,angioedema,0,0
rivaroxaban,stevens-johnson syndrome,0,0
rivaroxaban,renal failure,0,0
rivaroxaban,kidney failure,0,0
rivaroxaban,hepatic failure,0,0
rivaroxaban,liver failure,0,0
rivaroxaban,respiratory failure,0,0
rivaroxaban,pulmonary embolism,0,0
rivaroxaban,deep vein thrombosis,0,0
rivaroxaban,gastrointestinal haemorrhage,0,0
rivaroxaban,internal bleeding,0,0
rivaroxaban,seizure,0,0
rivaroxaban,convulsion,0,0
rivaroxaban,suicidal ideation,0,0
rivaroxaban,rhabdomyolysis,0,0
rivaroxaban,pancreatitis,0,0
rivaroxaban,sepsis,0,0
rivaroxaban,chest pain,0,0
rivaroxaban,dyspnoea,0,0
rivaroxaban,shortness of breath,0,0
rivaroxaban,dizziness,0,0
rivaroxaban,vertigo,0,0
rivaroxaban,palpitations,0,0
rivaroxaban,tachycardia,0,0
rivaroxaban,bradycardia,0,0
rivaroxaban,hypertension,0,0
rivaroxaban,hypotension,0,0
rivaroxaban,syncope,0,0
rivaroxaban,fainting,0,0
rivaroxaban,oedema,0,0
rivaroxaban,swelling,0,0
rivaroxaban,rash,0,0
rivaroxaban,urticaria,0,0
rivaroxaban,hives,0,0
rivaroxaban,pruritus,0,0
rivaroxaban,itching,0,0
rivaroxaban,vomiting,0,0
rivaroxaban,nausea,0,0
rivaroxaban,diarrhoea,0,0
rivaroxaban,abdominal pain,0,0
rivaroxaban,headache,0,0
rivaroxaban,migraine,0,0
rivaroxaban,tremor,0,0
rivaroxaban,insomnia,0,0
rivaroxaban,anxiety,0,0
rivaroxaban,depression,0,0
rivaroxaban,fatigue,0,0
rivaroxaban,asthenia,0,0
rivaroxaban,weakness,0,0
rivaroxaban,pyrexia,0,0
rivaroxaban,fever,0,0
rivaroxaban,arthralgia,0,0
rivaroxaban,joint pain,0,0
rivaroxaban,myalgia,0,0
rivaroxaban,muscle pain,0,0
rivaroxaban,back pain,0,0
rivaroxaban,cough,0,0
xarelto,myocardial infarction,1320,1
xarelto,heart attack,0,0
xarelto,cardiac arrest,485,1
xarelto,stroke,0,0
xarelto,cerebrovascular accident,4920,2
xarelto,anaphylactic reaction,111,0
xarelto,anaphylaxis,0,0
xarelto,angioedema,130,0
xarelto,stevens-johnson syndrome,100,0
xarelto,renal failure,1192,1
xarelto,kidney failure,0,0
xarelto,hepatic failure,214,0
xarelto,liver failure,0,0
xarelto,respiratory failure,989,1
xarelto,pulmonary embolism,4979,2
xarelto,deep vein thrombosis,4397,2
xarelto,gastrointestinal haemorrhage,20686,2
xarelto,internal bleeding,0,0
xarelto,seizure,471,1
xarelto,convulsion,60,0
xarelto,suicidal ideation,148,0
xarelto,rhabdomyolysis,148,0
xarelto,pancreatitis,247,0
xarelto,sepsis,887,1
xarelto,chest pain,1619,1
xarelto,dyspnoea,5786,2
xarelto,shortness of breath,0,0
xarelto,dizziness,4494,2
xarelto,vertigo,436,1
xarelto,palpitations,846,1
xarelto,tachycardia,529,1
xarelto,bradycardia,433,1
xarelto,hypertension,1347,1
xarelto,hypotension,2084,2
xarelto,syncope,1238,1
xarelto,fainting,0,0
xarelto,oedema,525,1
xarelto,swelling,621,1
xarelto,rash,2398,2
xarelto,urticaria,697,1
xarelto,hives,0,0
xarelto,pruritus,2081,2
xarelto,itching,0,0
xarelto,vomiting,2468,2
xarelto,nausea,4459,2
xarelto,diarrhoea,4706,2
xarelto,abdominal pain,1354,1
xarelto,headache,3979,2
xarelto,migraine,353,1
xarelto,tremor,730,1
xarelto,insomnia,1275,1
xarelto,anxiety,1068,1
xarelto,depression,800,1
xarelto,fatigue,5514,2
xarelto,asthenia,3761,2
xarelto,weakness,0,0
xarelto,pyrexia,1554,1
xarelto,fever,0,0
xarelto,arthralgia,2354,2
xarelto,joint pain,0,0
xarelto,myalgia,1030,1
xarelto,muscle pain,0,0
xarelto,back pain,1823,1
xarelto,cough,2160,2
levothyroxine,myocardial infarction,2340,2
levothyroxine,heart attack,0,0
levothyroxine,cardiac arrest,1327,1
levothyroxine,stroke,0,0
levothyroxine,cerebrovascular accident,2776,2
levothyroxine,anaphylactic reaction,739,1
levothyroxine,anaphylaxis,0,0
levothyroxine,angioedema,1074,1
levothyroxine,stevens-johnson syndrome,312,1
levothyroxine,renal failure,3629,2
levothyroxine,kidney failure,0,0
levothyroxine,hepatic failure,478,1
levothyroxine,liver failure,0,0
levothyroxine,respiratory failure,1391,1
levothyroxine,pulmonary embolism,2115,2
levothyroxine,deep vein thrombosis,1406,1
levothyroxine,gastrointestinal haemorrhage,2098,2
levothyroxine,internal bleeding,0,0
levothyroxine,seizure,1800,1
levothyroxine,convulsion,796,1
levothyroxine,suicidal ideation,1415,1
levothyroxine,rhabdomyolysis,1070,1
levothyroxine,pancreatitis,1013,1
levothyroxine,sepsis,2310,2
levothyroxine,chest pain,4916,2
levothyroxine,dyspnoea,14499,2
levothyroxine,shortness of breath,0,0
levothyroxine,dizziness,12999,2
levothyroxine,vertigo,1647,1
levothyroxine,palpitations,4074,2
levothyroxine,tachycardia,2393,2
levothyroxine,bradycardia,1452,1
levothyroxine,hypertension,5968,2
levothyroxine,hypotension,5508,2
levothyroxine,syncope,2594,2
levothyroxine,fainting,0,0
levothyroxine,oedema,1687,1
levothyroxine,swelling,2125,2
levothyroxine,rash,8306,2
levothyroxine,urticaria,3049,2
levothyroxine,hives,0,0
levothyroxine,pruritus,8059,2
levothyroxine,itching,0,0
levothyroxine,vomiting,10780,2
levothyroxine,nausea,18560,2
levothyroxine,diarrhoea,17401,2
levothyroxine,abdominal pain,5224,2
levothyroxine,headache,14954,2
levothyroxine,migraine,2532,2
levothyroxine,tremor,4308,2
levothyroxine,insomnia,6842,2
levothyroxine,anxiety,6743,2
levothyroxine,depression,5295,2
levothyroxine,fatigue,21519,2
levothyroxine,asthenia,10862,2
levothyroxine,weakness,0,0
levothyroxine,pyrexia,7133,2
levothyroxine,fever,0,0
levothyroxine,arthralgia,10034,2
levothyroxine,joint pain,0,0
levothyroxine,myalgia,4350,2
levothyroxine,muscle pain,0,0
levothyroxine,back pain,5967,2
levothyroxine,cough,7072,2
synthroid,myocardial infarction,2005,2
synthroid,heart attack,0,0
synthroid,cardiac arrest,624,1
synthroid,stroke,0,0
synthroid,cerebrovascular accident,2288,2
synthroid,anaphylactic reaction,490,1
synthroid,anaphylaxis,0,0
synthroid,angioedema,288,0
synthroid,stevens-johnson syndrome,161,0
synthroid,renal failure,1849,1
synthroid,kidney failure,0,0
synthroid,hepatic failure,180,0
synthroid,liver failure,0,0
synthroid,respiratory failure,758,1
synthroid,pulmonary embolism,1425,1
synthroid,deep vein thrombosis,1164,1
synthroid,gastrointestinal haemorrhage,1258,1
synthroid,internal bleeding,0,0
synthroid,seizure,923,1
synthroid,convulsion,792,1
synthroid,suicidal ideation,1018,1
synthroid,rhabdomyolysis,231,0
synthroid,pancreatitis,698,1
synthroid,sepsis,1162,1
synthroid,chest pain,3764,2
synthroid,dyspnoea,9108,2
synthroid,shortness of breath,0,0
synthroid,dizziness,9056,2
synthroid,vertigo,1097,1
synthroid,palpitations,3459,2
synthroid,tachycardia,1032,1
synthroid,bradycardia,516,1
synthroid,hypertension,4365,2
synthroid,hypotension,2725,2
synthroid,syncope,1485,1
synthroid,fainting,0,0
synthroid,oedema,928,1
synthroid,swelling,1643,1
synthroid,rash,5616,2
synthroid,urticaria,2559,2
synthroid,hives,0,0
synthroid,pruritus,5338,2
synthroid,itching,0,0
synthroid,vomiting,6470,2
synthroid,nausea,13439,2
synthroid,diarrhoea,10605,2
synthroid,abdominal pain,3877,2
synthroid,headache,11282,2
synthroid,migraine,1757,1
synthroid,tremor,3203,2
synthroid,insomnia,5728,2
synthroid,anxiety,5560,2
synthroid,depression,4105,2
synthroid,fatigue,15806,2
synthroid,asthenia,7788,2
synthroid,weakness,0,0
synthroid,pyrexia,4314,2
synthroid,fever,0,0
synthroid,arthralgia,8301,2
synthroid,joint pain,0,0
synthroid,myalgia,3393,2
synthroid,muscle pain,0,0
synthroid,back pain,4889,2
synthroid,cough,5448,2
metformin,myocardial infarction,5373,2
metformin,heart attack,0,0
metformin,cardiac arrest,2986,2
metformin,stroke,0,0
metformin,cerebrovascular accident,4724,2
metformin,anaphylactic reaction,991,1
metformin,anaphylaxis,0,0
metformin,angioedema,1303,1
metformin,stevens-johnson syndrome,256,0
metformin,renal failure,7176,2
metformin,kidney failure,0,0
metformin,hepatic failure,803,1
metformin,liver failure,0,0
metformin,respiratory failure,2183,2
metformin,pulmonary embolism,2486,2
metformin,deep vein thrombosis,1534,1
metformin,gastrointestinal haemorrhage,2660,2
metformin,internal bleeding,0,0
metformin,seizure,1638,1
metformin,convulsion,667,1
metformin,suicidal ideation,1454,1
metformin,rhabdomyolysis,1960,1
metformin,pancreatitis,3577,2
metformin,sepsis,3311,2
metformin,chest pain,5761,2
metformin,dyspnoea,15927,2
metformin,shortness of breath,0,0
metformin,dizziness,14888,2
metformin,vertigo,1644,1
metformin,palpitations,3162,2
metformin,tachycardia,2588,2
metformin,bradycardia,2148,2
metformin,hypertension,7112,2
metformin,hypotension,8002,2
metformin,syncope,3510,2
metformin,fainting,0,0
metformin,oedema,1530,1
metformin,swelling,2103,2
metformin,rash,7926,2
metformin,urticaria,3198,2
metformin,hives,0,0
metformin,pruritus,8158,2
metformin,itching,0,0
metformin,vomiting,18155,2
metformin,nausea,28483,2
metformin,diarrhoea,26189,2
metformin,abdominal pain,7983,2
metformin,headache,14235,2
metformin,migraine,1632,1
metformin,tremor,4596,2
metformin,insomnia,6298,2
metformin,anxiety,6246,2
metformin,depression,5460,2
metformin,fatigue,20173,2
metformin,asthenia,12635,2
metformin,weakness,0,0
metformin,pyrexia,7031,2
metformin,fever,0,0
metformin,arthralgia,10016,2
metformin,joint pain,0,0
metformin,myalgia,4654,2
metformin,muscle pain,0,0
metformin,back pain,6607,2
metformin,cough,7944,2
glucophage,myocardial infarction,1506,1
glucophage,heart attack,0,0
glucophage,cardiac arrest,291,0
glucophage,stroke,0,0
glucophage,cerebrovascular accident,1123,1
glucophage,anaphylactic reaction,118,0
glucophage,anaphylaxis,0,0
glucophage,angioedema,90,0
glucophage,stevens-johnson syndrome,32,0
glucophage,renal failure,926,1
glucophage,kidney failure,0,0
glucophage,hepatic failure,92,0
glucophage,liver failure,0,0
glucophage,respiratory failure,219,0
glucophage,pulmonary embolism,316,1
glucophage,deep vein thrombosis,222,0
glucophage,gastrointestinal haemorrhage,308,1
glucophage,internal bleeding,0,0
glucophage,seizure,115,0
glucophage,convulsion,195,0
glucophage,suicidal ideation,170,0
glucophage,rhabdomyolysis,140,0
glucophage,pancreatitis,408,1
glucophage,sepsis,296,0
glucophage,chest pain,975,1
glucophage,dyspnoea,1617,1
glucophage,shortness of breath,0,0
glucophage,dizziness,1524,1
glucophage,vertigo,214,0
glucophage,palpitations,463,1
glucophage,tachycardia,234,0
glucophage,bradycardia,201,0
glucophage,hypertension,896,1
glucophage,hypotension,578,1
glucophage,syncope,377,1
glucophage,fainting,0,0
glucophage,oedema,216,0
glucophage,swelling,174,0
glucophage,rash,571,1
glucophage,urticaria,294,0
glucophage,hives,0,0
glucophage,pruritus,586,1
glucophage,itching,0,0
glucophage,vomiting,2014,2
glucophage,nausea,3747,2
glucophage,diarrhoea,2450,2
glucophage,abdominal pain,802,1
glucophage,headache,1440,1
glucophage,migraine,137,0
glucophage,tremor,589,1
glucophage,insomnia,629,1
glucophage,anxiety,985,1
glucophage,depression,698,1
glucophage,fatigue,1745,1
glucophage,asthenia,1485,1
glucophage,weakness,0,0
glucophage,pyrexia,801,1
glucophage,fever,0,0
glucophage,arthralgia,777,1
glucophage,joint pain,0,0
